TOPIC,Türkçe,English
people,Evde hırsız var.,There is a thief in the house.
people,Fransız halkı Fransızca biliyor.,The French people know French.
people,Halk kadınları seviyor.,The people love the women.
people,"Hoş geldiniz, Kaan Bey!","Welcome, Mr. Kaan!"
people,"Hayır, Ankara’da hiç hırsız yok.","No, there are no thieves at all in Ankara."
politics,"Bana göre, şu erkekler tutuklanacak!","According to me, those men will be arrested!"
politics,"Barış, sadece bir kelime değildir!",Peace is not just a word!
politics,Başbakan çorba sevmez.,The prime minister does not like soup.
politics,Belediye başkanı.,The mayor.
politics,Belediye nerede?,Where is the municipality?
politics,"Ben bu partinin lideriyim, sen sadece bir üyesin.",I am the leader of this party; you are just a member.
politics,Bu en iyi parti.,This is the best party.
politics,Bu fare tutuklanmalı!,This mouse must be arrested!
politics,Bu hükümette kaç tane bakan var?,How many ministers are in this government?
politics,Bu kimin görevi?,Whose duty is this?
politics,Bu milletvekili iyi.,This member of parliament is good.
politics,Bu milletvekilinin bir görevi var mı?,Does this member of parliament have a duty?
politics,Bu seçimde oyumu ona vermeyeceğim.,I will not give my vote to him/her in this election.
politics,Bu valinin görevi mi yoksa belediye başkanının mı?,Is it the governor's duty or the mayor's?
politics,Bunlar onun iddiaları.,These are his claims.
politics,Cumhurbaşkanı nerede?,Where is the president?
politics,Dava için oraya gidiyorum.,I am going there for the lawsuit/case.
politics,Devlet halkı korumak için vardır.,The state exists to protect the people.
politics,Devlet okulu mu yoksa özel okul mu?,State school or private school?
politics,Devlet önemlidir.,The state is important.
politics,Gerçekten politikacı olmak istiyor musun?,Do you really want to be a politician?
politics,Her seçimde oy vermen lazım.,You need to vote in every election.
politics,Hükümet halka hizmet etmek için vardır.,The government exists to serve the people.
politics,İki kişi tutuklanacak.,Two people will be arrested.
politics,İyi bir politikacı lazım.,A good politician is needed.
politics,Kadınların güvenliği çok önemlidir.,The safety of women is very important.
politics,Kim başbakan olacak?,Who will be the prime minister?
politics,Mecliste hiç kedi var mı?,Are there any cats in the parliament?
politics,Mecliste kaç tane milletvekili var?,How many members of parliament are in the assembly?
politics,O ülkenin yaşlı bir lideri var.,That country has an old leader.
possibility,Anlayabiliyor musun?,Can you understand?
possibility,Balıkları kurtarabiliriz.,We can save the fish.
possibility,Başbakan belki bunu hastanede açıklayabilirdi.,Maybe the prime minister could have explained this at the hospital.
possibility,Bebek bütün gece ağlayabilir.,The baby might cry all night.
possibility,Belki bunu kendim yapabilirdim.,Maybe I could have done this myself.
possibility,"Ben tuvaletteyim, kapıya sen bakabilir misin?","I am in the bathroom, can you look at the door?"
possibility,Ben yemek yapabilirim.,I can make food.
possibility,Benimle kaçabilirsin.,You can escape with me.
possibility,Biz sadece beraber gülebiliriz.,We can only laugh together.
possibility,Bu arabayı bana satabilirsin.,You can sell this car to me.
possibility,Bu otelden bir oda ayırtabiliriz.,We can reserve a room from this hotel.
possibility,Bu otobüs çok eski satamazsın.,"This bus is very old, you cannot sell it."
possibility,Burada ağlayamazsın!,You cannot cry here!
possibility,Buradan kurtulabilmek zor.,It is hard to be able to escape from here.
possibility,Çabuk hazırlanabilir misin?,Can you get ready quickly?
possibility,Cevabı hatırlayamadın.,You could not remember the answer.
possibility,Çocuk okula yalnız gidebilir.,The child can go to school alone.
possibility,"Çok açım, bir atı bile yiyebilirim.","I am very hungry, I can even eat a horse."
possibility,Daha ne kadar dayanabilirim?,How much longer can I endure?
possibility,"Doktor ""her gün üç fincan kahve içebilirsin"" dedi.","The doctor said ""you can drink three cups of coffee every day."""
possibility,Dün senden kaçabildim.,I was able to escape from you yesterday.
possibility,Duruma başka bir taraftan bakabiliriz.,We can look at the situation from another side.
possibility,En küçük insan bile geleceği değiştirebilir.,Even the smallest human can change the future.
possibility,Eve kadar yürüyebilir misin?,Can you walk to the house?
possibility,Gelebilirdik.,We could have come.
possibility,Her şeyi açıklayabilirim!,I can explain everything!
possibility,Herkesi kurtaramazsın.,You cannot save everyone.
possibility,Konuşabildim.,I was able to speak.
possibility,Kırmızı elmayı yiyemez.,He cannot eat the red apple.
possibility,On sekiz yaşından büyük kişiler şarap içebilir.,Persons over eighteen years old can drink wine.
post_positions,Akşam yemeği sırasında geliyoruz.,We are coming during dinner.
post_positions,Arkanda bir inek var.,There is a cow behind you.
post_positions,Ayakkabılar hariç.,Except for the shoes.
post_positions,"Baykuşlar kahverengidir, Duo hariç.","Owls are brown, except for Duo."
post_positions,Ben senin arkandayım.,I am behind you.
post_positions,Ben senin gibiyim.,I am like you.
post_positions,Ben senin yanındayım.,I am beside you.
post_positions,Biz İstanbul’un dışında koşuyoruz.,We are running outside of Istanbul.
post_positions,Bu onun hakkında bir kitap.,This is a book about him/her.
post_positions,Burası evin dışında bahçenin içinde.,"This place is outside the house, inside the garden."
post_positions,Çilek şekerin içinde.,The strawberry is inside the sugar.
post_positions,"Duo gibi kuş, İstanbul gibi ev yok.","There is no bird like Duo, no house like Istanbul."
post_positions,Dışarıdan geliyorum.,I am coming from outside.
post_positions,Dışarıya gel.,Come outside.
post_positions,Elma gibi bir meyve.,A fruit like an apple.
post_positions,Etek ayakkabının üzerinde.,The skirt is on top of the shoe.
post_positions,Ev kar altinda.,The house is under the snow.
post_positions,Evimiz deniz kenarında.,Our house is by the seaside.
post_positions,Evin önünde bekliyorum.,I am waiting in front of the house.
post_positions,Evin üstünde kuşlar var.,There are birds on top of the house.
post_positions,Gazeteler kitabın kenarında.,The newspapers are at the edge of the book.
post_positions,İstasyon benim arkamda.,The station is behind me.
post_positions,İçeriden dışarıya.,From inside to outside.
post_positions,İçeriye gel ve çorba iç.,Come inside and drink soup.
post_positions,Kahve kitabın altında.,The coffee is under the book.
post_positions,Kedi bahçenin içinde.,The cat is inside the garden.
post_positions,Kedi dışarıya çıkıyor.,The cat is going outside.
post_positions,Kedi evin dışına çıkıyor.,The cat is going outside the house.
post_positions,Kedinin önünde yemeği var.,The cat has its food in front of it.
post_positions,Kimin hakkında.,About whom.
present_continuous,Adam tavuğu istiyor.,The man wants the chicken.
present_continuous,Alex restoranda uyuyor.,Alex is sleeping in the restaurant.
present_continuous,Bana bunu neden söylüyorsun.,Why are you telling me this?
present_continuous,Bana gözlük al!,Buy me glasses!
present_continuous,Ben bir elma yiyorum.,I am eating an apple.
present_continuous,Ben görüyorum.,I see.
present_continuous,Ben seni istiyorum.,I want you.
present_continuous,Ben seni tanıyorum.,I know you.
present_continuous,Beni sev!,Love me!
present_continuous,"Bende iki tane var, ben dört tane istiyorum.","I have two, I want four."
present_continuous,Biliyorum sen beni seviyorsun.,I know you love me.
present_continuous,Biz bir kitap yazıyoruz ve siz bir gazete yazıyorsunuz.,We are writing a book and you are writing a newspaper.
present_continuous,Biz bu adamı tanıyoruz.,We know this man.
present_continuous,Biz bu kitabı biliyoruz.,We know this book.
present_continuous,Biz domatesi yiyoruz.,We are eating the tomato.
present_continuous,Bu hayvanlar neden koşuyor?,Why are these animals running?
present_continuous,Çocuklar gidiyor pasta yiyorlar.,The children are going and eating cake.
present_continuous,Çocuk adamı görüyor.,The child sees the man.
present_continuous,Diyoruz.,We say.
present_continuous,Garsonu bekliyoruz.,We are waiting for the waiter.
present_continuous,Geliyorsunuz.,You are coming.
present_continuous,"Hayır, yağmur değil, kar yağıyor.","No, it is not raining; it is snowing."
present_continuous,Kaplumbağa tavşanı bekliyor.,The turtle is waiting for the rabbit.
present_continuous,Kaplumbağam ve ben yüzüyoruz.,My turtle and I are swimming.
present_continuous,Kedi uyuyor.,The cat is sleeping.
present_continuous,Kitabı biz okuyoruz.,We are reading the book.
present_continuous,Köpek geliyor.,The dog is coming.
present_continuous,Köpek nereye gidiyor?,Where is the dog going?
present_continuous,Kuş elmayı yiyor.,The bird is eating the apple.
present_continuous,Kedi süt içiyor.,The cat is drinking milk.
quantifiers,Adada güzel kızlar yok.,There are no beautiful girls on the island.
quantifiers,Adada hiç güzel kız yok.,There are no beautiful girls at all on the island.
quantifiers,Bahçede hiçbir şey yok.,There is nothing in the garden.
quantifiers,Bahçede herhangi bir şey yok.,There is not anything in the garden.
quantifiers,Bazı evler küçüktür.,Some houses are small.
quantifiers,Bazı elmalar yeşildir.,Some apples are green.
quantifiers,Bazı kadınlar güzeller.,Some women are beautiful.
quantifiers,Biraz açım.,I am a little hungry.
quantifiers,Biraz bira iç!,Drink a little beer!
quantifiers,Birkaç iyi adam.,A few good men.
quantifiers,Bir şey değil.,You're welcome / It's nothing.
quantifiers,Birkaç kadın denizde yüzüyor.,A few women are swimming in the sea.
quantifiers,Birkaç kişi eski hastaneye gidiyor.,A few people are going to the old hospital.
quantifiers,Birçok kişi her gün bir elma yer.,Many people eat an apple every day.
quantifiers,Birçok öğrenci pantolon giyer.,Many students wear pants.
quantifiers,Biri buraya doğru yürüyor.,Someone is walking towards here.
quantifiers,Biz her şeyi çok iyi biliyoruz.,We know everything very well.
quantifiers,Bu hastanede hiç kimse yok.,There is no one in this hospital.
quantifiers,Burada hiç kimse yok.,There is no one here.
quantifiers,Bugün hastanede hiç kimse yok.,There is no one in the hospital today.
quantifiers,Bütün elbiseler kırmızı mı?,Are all the dresses red?
quantifiers,Bütün kediler süt içer.,All cats drink milk.
quantifiers,Bütün pasta benim.,All of the cake is mine.
quantifiers,Bütün kadınlar benim arkamda.,All the women are behind me.
quantifiers,Doktor biraz yakışıklı.,The doctor is a little handsome.
quantifiers,Duo hakkında üç şey.,Three things about Duo.
quantifiers,Evde hiçbir şey yok.,There is nothing at home.
quantifiers,Filler her şeyi yer.,Elephants eat everything.
quantifiers,"Hayır, hiçbir şey iyi değil.","No, nothing is good."
quantifiers,Herkes onu çok seviyor.,Everyone likes him/her a lot.
questions,Kaplumbağa kimin?,Whose is the turtle?
questions,Kim tavuk yer?,Who eats chicken?
questions,Bu elma kimin?,Whose is this apple?
questions,Soru nedir?,What is the question?
questions,O ne içer?,What does he drink?
questions,Ne kadar şekeriniz var?,How much sugar do you have?
questions,"Ne, neden ve nasıl?","What, why, and how?"
questions,Neden ben?,Why me?
questions,Hangi köpek senin?,Which dog is yours?
questions,Hangisi benim?,Which one is mine?
questions,Senin kaç tane kedin var?,How many cats do you have?
questions,Kaç tane kedi var?,How many cats are there?
questions,Senin sorunun bir cevabı yok.,Your question has no answer.
questions,Hangi kadın gazeteyi okur?,Which woman reads the newspaper?
questions,Kaç tane çileğiniz var?,How many strawberries do you have?
questions,Onlar neredeler?,Where are they?
questions,O ne?,What is that?
questions,Benim bir cevabım yok.,I do not have an answer.
questions,Hangisi senin?,Which one is yours?
questions,Hangisi o?,Which one is it?
questions,Kim o?,Who is it?
reflexive_pronoun,Biz birbirimizi seviyoruz.,We love each other.
reflexive_pronoun,Biz birbirimizi yarın görecek miyiz?,Will we see each other tomorrow?
reflexive_pronoun,Biz kendimizi görmüyoruz.,We do not see ourselves.
reflexive_pronoun,Bunu kendim yapacağım.,I will do this myself.
reflexive_pronoun,Bunu kendimiz yapalım mı?,Shall we do this ourselves?
reflexive_pronoun,Hayvan gölde kendini görüyor.,The animal sees itself in the lake.
reflexive_pronoun,"Hayır teşekkürler, biz onu kendimiz değiştireceğiz.","No thanks, we will change it ourselves."
reflexive_pronoun,Kendi kendine konuşuyorsun.,You are talking to yourself.
reflexive_pronoun,Kendilerinden nefret ediyorlar çünkü kötü şeyler yaptılar.,They hate themselves because they did bad things.
reflexive_pronoun,Kendimi seviyorum.,I love myself.
reflexive_pronoun,Kendin ye!,Eat it yourself!
reflexive_pronoun,Kendinizi seviyor musunuz?,Do you love yourselves?
reflexive_pronoun,Menüyü kendiniz okur musunuz yoksa biz mi okuyalım?,Will you read the menu yourself or should we read it?
reflexive_pronoun,O kendini seviyor.,He loves himself/herself.
reflexive_pronoun,Onlar bütün tavuğu kendileri mi yiyecek?,Will they eat the whole chicken themselves?
reflexive_pronoun,Pastayı kendin mi yaptın?,Did you make the cake yourself?
reflexive_pronoun,Sen bunu bana kendin dedin.,You said this to me yourself.
reflexive_pronoun,Siz birbirinizden nefret mi ediyorsunuz?,Do you hate each other?
relative_participle,Ağlayan adam mutsuz olmalı.,The crying man must be unhappy.
relative_participle,Babası öğretmen olan bir arkadaşım var.,I have a friend whose father is a teacher.
relative_participle,"Bağırmayan bir arkadaş istiyorum, lütfen!","I want a friend who does not shout, please!"
relative_participle,Beni öpen kurbağa burada!,The frog that kissed me is here!
relative_participle,Beni tercih eden herkese teşekkür etmek istiyorum.,I want to thank everyone who chose me.
relative_participle,Bu beni çok etkileyen bir kitap.,This is a book that affected me a lot.
relative_participle,Bu haberi yazan gazeteci kim?,Who is the journalist who wrote this news?
relative_participle,Bu konu hakkında yazılan kitapları gördün mü?,Have you seen the books written about this subject?
relative_participle,Bu şiiri çeviren kişi ile tanışmak istiyorum.,I want to meet the person who translated this poem.
relative_participle,Eti tercih eden erkekleri anlamıyorum.,I do not understand men who prefer meat.
relative_participle,Ördeği mavi olan adam bu.,This is the man whose duck is blue.
relative_participle,Parkta ağlayan çocuğu gördün mü?,Did you see the child crying in the park?
relative_participle,Parkta dans eden güzel kadının adını biliyor musun?,Do you know the name of the beautiful woman dancing in the park?
relative_participle,Yeni çevrilen kitap bu mu?,Is this the newly translated book?
science,Araştırma yapıyorum ama hiçbir şey anlamıyorum.,I am doing research but I don't understand anything.
science,Ayrıntılar önemlidir.,Details are important.
science,Az miktarda şarap içebilirsin.,You can drink a small amount of wine.
science,Ben bu laboratuvarda çalışıyorum.,I work in this laboratory.
science,Ben deneylerimi bu laboratuvarda yapıyorum.,I do my experiments in this laboratory.
science,Ben sadece bilimsel gerçeklere inanıyorum.,I only believe in scientific facts.
science,Bilgisayar teknolojisi son yıllarda çok gelişti.,Computer technology has developed a lot in recent years.
science,Bilimde ayrıntılar çok önemlidir.,Details are very important in science.
science,Bilime neden yeterince değer verilmiyor?,Why is science not valued enough?
science,"Bilimsel gerçeklere inanmıyorsan, bu senin sorunun.","If you don't believe in scientific facts, that is your problem."
science,Bu bir biyoloji laboratuvarı.,This is a biology laboratory.
science,Bu buluş doğa için çok önemli.,This discovery is very important for nature.
science,Bu deneyler çok zor.,These experiments are very difficult.
science,Bu kaşık hangi maddeden yapılmış?,What material is this spoon made of?
science,Bu maddenin özellikleri hakkında araştırma yapmalıyım.,I must research the properties of this substance.
science,Bu odada sıcaklık çok yüksek.,The temperature in this room is very high.
science,Bu yeni ilacın etkileri nelerdir?,What are the effects of this new medicine?
science,Bu yeni telefonun özellikleri nedir?,What are the features of this new phone?
science,"Bu, evrimin bir sonucu.",This is a result of evolution.
science,Bugün hava sıcaklığı sıfırın altında.,Today the air temperature is below zero.
simple_past,Abisi onu sonunda durdurdu.,His older brother finally stopped him/her.
simple_past,"Ailem ve ben, bu dili anladık.",My family and I understood this language.
simple_past,Akşam saat yedide eve geldim.,I came home at seven in the evening.
simple_past,Akşam yemeği hoşumuza gitti.,We liked the dinner.
simple_past,Akşam yemeği için masayı kurduk.,We set the table for dinner.
simple_past,Altıncı odada yeni bir araba var.,There is a new car in the sixth room.
simple_past,Annemin eteği siyahtı.,My mother's skirt was black.
simple_past,Arabayı gördü.,He saw the car.
simple_past,Arkadaşım benimle Almanya’ya geldi.,My friend came to Germany with me.
simple_past,Arkadaşımı yeni parka çağırdım.,I invited my friend to the new park.
simple_past,Babamın arabası siyahtı.,My father's car was black.
simple_past,Bana inandın mı?,Did you believe me?
simple_past,Bahçede üç kuş göründü.,Three birds appeared in the garden.
simple_past,Bebek süt içti.,The baby drank milk.
simple_past,Bardak yere düştü.,The glass fell to the ground.
simple_past,Ben geçen yıl değiştim.,I changed last year.
simple_past,Ben Ankara'da doğdum.,I was born in Ankara.
simple_past,Bana güzel göründü.,It seemed beautiful to me.
simple_past,Ben her şeyi unuttum.,I forgot everything.
simple_past,Ben ofise döndüm.,I returned to the office.
simple_past,Benim anneannem çok yaşlıydı.,My maternal grandmother was very old.
simple_past,Benim bavulumu Duo taşıdı.,Duo carried my suitcase.
simple_past,Benim doktorum çok gençti.,My doctor was very young.
simple_past,Benim köpeğim siyahtı.,My dog was black.
simple_past,Benim siyah bavulum oldukça eskiydi.,My black suitcase was quite old.
simple_past,Benim üç kedim vardı.,I had three cats.
simple_past,Beş yıl bu evde yaşadım.,I lived in this house for five years.
simple_past,Bir polis arabası yolun kenarında durdu.,A police car stopped at the side of the road.
simple_past,Biz balık yedik.,We ate fish.
simple_past,Bu kitabı sevdim.,I liked this book.
sports,Bu futbolcu hangi takımda oynuyor?,In which team does this football player play?
sports,Bu maçta üç gol attım.,I scored three goals in this match.
sports,Bu oyun çok uzun.,This game is very long.
sports,Bu popüler bir takım.,This is a popular team.
sports,Bu top çok kirli.,This ball is very dirty.
sports,Çocuklar bahçede oyun oynuyor.,The children are playing a game in the garden.
sports,Duo bugün kaç gol attı?,How many goals did Duo score today?
sports,Futbol bir takım oyunu.,Football is a team game.
sports,Meşhur futbolcu İstanbul'da ev aldı.,The famous football player bought a house in Istanbul.
sports,Okulda spor yoktur.,There are no sports at school.
sports,Siz sporu sever misiniz?,Do you like sports?
sports,Top bende.,I have the ball.
suggestion,Alıştırma yapalım.,Let's do exercises.
suggestion,Annemin doğum günü için nasıl bir hediye alalım.,What kind of gift should we buy for my mother's birthday?
suggestion,Beraber yemek yapalım.,Let's make food together.
suggestion,Bira mı içelim şarap mı?,Should we drink beer or wine?
suggestion,Bu çok pahalı bir hediye.,This is a very expensive gift.
suggestion,Bu gece şu bara gidelim.,Let's go to that bar tonight.
suggestion,"Bu hediye çok güzel, çok teşekkür ederim!","This gift is very beautiful, thank you very much!"
suggestion,Bu kitabı alalım.,Let's buy this book.
suggestion,Bugün evde kitap okuyalım.,Let's read books at home today.
suggestion,Cumartesi günü hep beraber içelim.,Let's all drink together on Saturday.
suggestion,Eve gidelim.,Let's go home.
suggestion,"Evet, tavuk yiyelim.","Yes, let's eat chicken."
suggestion,Hangi gazeteyi okuyalım?,Which newspaper should we read?
suggestion,Hangi konuda konuşalım.,Which subject should we talk about?
suggestion,Hastaneye gidelim mi?,Shall we go to the hospital?
suggestion,Hep beraber konuşalım.,Let's all talk together.
suggestion,Makarna yiyelim mi?,Shall we eat pasta?
suggestion,Mavi elbiseyi alalım mı?,Shall we buy the blue dress?
suggestion,Ne yapalım?,What should we do?
suggestion,Su içelim.,Let's drink water.
suggestion,Şu kitabı okuyalım mı?,Shall we read that book?
suggestion,Yarın konuşalım mı?,Shall we talk tomorrow?
suggestion,Yarın portakal yiyelim.,Let's eat oranges tomorrow.
telling_time,Akşam yemeği saat kaçta?,At what time is dinner?
telling_time,Altı buçuktan sonra gel!,Come after half past six!
telling_time,Beşi on geçe burada ol!,Be here at ten past five!
telling_time,Beşten sonra görüşürüz.,See you after five.
telling_time,Bir saat sonra randevum var.,I have an appointment in one hour.
telling_time,Biri on dokuz geçe hastanede ol!,Be at the hospital at nineteen past one!
telling_time,Biri on sekiz geçe eve gel!,Come home at eighteen past one!
telling_time,Dört buçukta görüşürüz.,See you at four-thirty.
telling_time,Kediler yediyi çeyrek geçe süt içer.,Cats drink milk at a quarter past seven.
telling_time,O her gün bire çeyrek kala elma yer.,He eats an apple every day at a quarter to one.
telling_time,Saat birde öğle yemeği yiyorum.,I am eating lunch at one o'clock.
telling_time,Yediyi beş geçe ofise gel.,Come to the office at five past seven.
telling_time,Beşe yirmi var.,It is twenty to five.
telling_time,Beşi beş geçiyor.,It is five past five.
telling_time,Beşe on kala gel.,Come at ten to five.
telling_time,Beşte postanede ol!,Be at the post office at five!
telling_time,Bire çeyrek var.,It is a quarter to one.
telling_time,Saat iki buçuk.,It is two-thirty.
telling_time,Saat kaç?,What time is it?
telling_time,Saat kaçta gidiyoruz?,What time are we going?
telling_time,Saatin dakikaları.,Minutes of the hour.
telling_time,Yediye on kala.,Ten to seven.
telling_time,Yediyi yirmi geçiyor.,It is twenty past seven.
telling_time,Yediye yirmi var.,It is twenty to seven.
time,Akşam yemeği zamanı.,It is dinner time.
time,Alex bugün çok yorgun.,Alex is very tired today.
time,Aralık ayı çok sıcak.,The month of December is very hot.
time,Aralık yılın son ayıdır.,December is the last month of the year.
time,Ağustosta güzel elbiseler giyeriz.,We wear beautiful dresses in August.
time,Bana bunu her zaman söylüyorsun.,You always tell me this.
time,Ben bugün çok açım.,I am very hungry today.
time,Ben her gece uyuyorum.,I sleep every night.
time,Ben salıları peynir yerim.,I eat cheese on Tuesdays.
time,Ben çarşambaları şarap içerim.,I drink wine on Wednesdays.
time,Benim zamanım yok.,I have no time.
time,Beş dakikaları var.,They have five minutes.
time,Bir asır sonra randevum var.,I have an appointment a century later.
time,Bir asır sonra.,A century later.
time,Bir asır yüz yıldır.,A century is a hundred years.
time,Bir ay otuz gündür.,A month is thirty days.
time,Bir dakikan var.,You have a minute.
time,Bir dakikarı var.,He has a minute.
time,"Bir saniye, lütfen.","One second, please."
time,Bir yıl elli iki haftadır.,A year is fifty-two weeks.
time,Bir yıl on iki aydır.,A year is twelve months.
time,Biz ekimde şarap yapıyoruz.,We make wine in October.
time,Biz perşembe günü bira içeriz.,We drink beer on Thursday.
time,Biz temmuzda bira içeriz.,We drink beer in July.
time,Bu ay üç öğrencim var.,I have three students this month.
time,Bu ağustosta o yüzüyor.,He is swimming this August.
time,Bu hafta benim zamanım yok.,I have no time this week.
time,Bu kış çok soğuk.,This winter is very cold.
time,Bu yıl şubat kaç gün?,How many days is February this year?
time,Bu yıl şubat soğuk değil.,February is not cold this year.
together_with,Adamla kadın nerede?,Where are the man and the woman?
together_with,Aramızda bir kadın/çocuk var.,There is a woman/child between us.
together_with,Balığı tuzsuz yiyoruz.,We eat the fish without salt.
together_with,Ben makarnayı tuzlu yiyorum.,I eat the pasta with salt.
together_with,Ben peynirsiz makarna istiyorum.,I want pasta without cheese.
together_with,Benimle eve gel.,Come home with me.
together_with,Benimle gel.,Come with me.
together_with,Benimle bara gel.,Come to the bar with me.
together_with,Benimle veya Duo ile.,With me or with Duo.
together_with,Beraber yiyin!,Eat together!
together_with,Biz çayı şekerli içeriz.,We drink tea with sugar.
together_with,Bizimle değilsin.,You are not with us.
together_with,Bizimle gel.,Come with us.
together_with,Bu bizimle onların arasındadır.,This is between us and them.
together_with,Bu çorba peynirsiz.,This soup is without cheese.
together_with,Bu hastane beş yüz altmış üç odalı.,This hospital has five hundred sixty-three rooms.
together_with,Çocuklar sütü şekersiz seviyorlar.,Children like milk without sugar.
together_with,Çorba sütlüdür.,The soup is with milk.
together_with,Çorbayı tuzlu içiyorlar.,They drink the soup salty.
together_with,Çorbayı tuzsuz içiyorum.,I drink the soup without salt.
together_with,Duo ile akşam yemeği yiyoruz.,We are eating dinner with Duo.
together_with,Duo adamla süt içiyor.,Duo is drinking milk with the man.
together_with,Ekmeği sütsüz yiyorum.,I eat the bread without milk.
together_with,Evin kaç odalı?,How many rooms does your house have?
together_with,Kadın adamla mutlu.,The woman is happy with the man.
together_with,Kahve sütlü içiyorum.,I drink coffee with milk.
together_with,Kahve sütsüz değil.,The coffee is not without milk.
together_with,Kahveyi seninle içerim.,I drink coffee with you.
together_with,Kedi ile fare.,The cat and the mouse.
together_with,Kedi peynirli ekmek yiyor.,The cat is eating bread with cheese.
travel,Araba sürüyorum çünkü ehliyetim var.,I am driving a car because I have a license.
travel,Arabayı kim kullanıyor?,Who is using the car?
travel,Arabayı sağda görüyorum.,I see the car on the right.
travel,Arabayı sen kullan!,You use the car!
travel,Ata biniyoruz.,We are riding a horse.
travel,Ata binmek zor ama eşeğe binmek çok kolay.,Riding a horse is hard but riding a donkey is very easy.
travel,Bavulun içinde çok şey var.,There are many things in the suitcase.
travel,Ben burada iniyorum.,I am getting off here.
travel,Ben sık sık treni kaçırırım.,I often miss the train.
travel,Ben turistim.,I am a tourist.
travel,Biletiniz var mı?,Do you have a ticket?
travel,Benim oğlumun karısının bir arabası yok ama bir bisikleti var.,My son's wife does not have a car but has a bicycle.
travel,Bilet almıyorum çünkü bisiklet Kullanıyorum.,I am not buying a ticket because I use a bicycle.
travel,Bisiklet çok güzel.,The bicycle is very beautiful.
travel,Bisiklete binmek istiyorum.,I want to ride a bicycle.
travel,Bu benim bavulum değil!,This is not my suitcase!
travel,Bu deniz mi yoksa okyanus mu?,Is this a sea or an ocean?
travel,Bu deniz o gölden daha küçük.,This sea is smaller than that lake.
travel,Bu ehliyet uçak kullanmak için.,This license is for using an airplane.
travel,Bu gölde çok balık var mı?,Are there many fish in this lake?
travel,Bu hangi ülkenin pasaportu.,Which country's passport is this?
travel,Bu harita çok küçük.,This map is very small.
travel,Burada turist misiniz.,Are you a tourist here?
travel,"Bu taraf Almanya, o taraf Fransa.","This side is Germany, that side is France."
travel,Bugün ingiltere’ye uçuyoruz.,We are flying to England today.
travel,Bugün tatil çünkü bugün pazar.,Today is a holiday because today is Sunday.
travel,Bugün yolculuk yapıyoruz.,We are making a journey today.
travel,Deniz hangi tarafta?,Which side is the sea?
travel,Dolmuşa kaç kişi biniyor?,How many people are getting on the shared taxi?
travel,Dolmuş ne kadar?,How much is the shared taxi?
türkiye,Akdeniz.,The Mediterranean.
türkiye,Anadolu'daki geleneksel yemekler nelerdir?,What are the traditional foods in Anatolia?
türkiye,Antalya Türkiye'nin güneyinde bir şehir.,Antalya is a city in the south of Turkey.
türkiye,Atatürk'ü tanıyor musun?,Do you know Atatürk?
türkiye,Atatürk'ün doğduğu şehir şimdi Yunanistan'dadır.,The city where Atatürk was born is now in Greece.
türkiye,Babam her akşam bizim için çay demler.,My father brews tea for us every evening.
türkiye,Baklava yapmayı bilmiyorum ama öğrenmek istiyorum.,I don't know how to make baklava but I want to learn.
türkiye,Baklavanın tadı çok güzel.,The taste of the baklava is very good.
türkiye,Bu çorba salçalı mı?,Is this soup with tomato paste?
türkiye,"Dolma yaptım, yemek ister misin?","I made stuffed grape leaves dolma, do you want to eat?"
türkiye,Dolmanın içinde ne var?,What is inside the dolma?
türkiye,Domates salçası.,Tomato paste.
türkiye,Dünya'daki fındıkların yüzde yetmiş beşinin Türkiye'de üretildiğini biliyor musun?,Do you know that seventy-five percent of the world's hazelnuts are produced in Turkey?
türkiye,Fındıklı pasta en sevdiğim pasta!,Hazelnut cake is my favorite cake!
türkiye,İzmir Ege Bölgesi'ndedir.,Izmir is in the Aegean Region.
türkiye,Kapadokya'da birçok dağ vardır.,There are many mountains in Cappadocia.
türkiye,Karadeniz bölgesi.,Black Sea region.
türkiye,Lokum yemeyi severim.,I like eating Turkish delight lokum.
türkiye,Marmara Denizi.,Sea of Marmara.
türkiye,O ülkede sanata değer veriliyor.,Art is valued in that country.
türkiye,Sen hiç rakı içtin mi?,Have you ever drunk rakı?
türkiye,Türk çayı çaydanlıkta demlenir.,Turkish tea is brewed in a teapot.
türkiye,Türk halıları çok güzel.,Turkish carpets are very beautiful.
türkiye,Türk kahvesi cezvede yapılır.,Turkish coffee is made in a long-handled pot cezve.
türkiye,Türkiye'de herkeste cezve var mı?,Does everyone in Turkey have a cezve?
türkiye,Yaz tatilinde Akdeniz’e gideceğiz.,We will go to the Mediterranean during summer vacation.
upon_when,Alex karar verince Ayşe gitti.,"When Alex decided, Ayşe left."
upon_when,Alex senden özür dileyince ne yaptın?,What did you do when Alex apologized to you?
upon_when,Almanya’ya gelince bana haber ver.,Let me know when you come to Germany.
upon_when,Bu olaylar gerçekleşince dedem çok üzüldü.,My grandfather was very sad when these events took place.
upon_when,Çantasını kaybettiğini fark edince polisi aradı.,"When he realized he lost his bag, he called the police."
upon_when,Duo gelince pasta yedik.,"When Duo came, we ate cake."
upon_when,Eğlenmeye karar verince bara gittik.,"When we decided to have fun, we went to the bar."
upon_when,Gamze senden özür dileyince ben de senden özür dilemek istedim.,"When Gamze apologized to you, I wanted to apologize to you too."
